t	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18
0.18	0.992389	0.0715622	0.000255405	-0.987774	-0.143803	0.125885	0.0182161	-0.142445	0.125093	-0.0890315	0.391826	0.00476806	0.14365	-0.796303	0.697843	0.212476	-0.771002	0.683085
0.19	0.991499	0.0754804	0.000303085	-0.986337	-0.151766	0.132864	0.0203409	-0.150155	0.131924	-0.0938646	0.390875	0.00532294	0.151588	-0.795864	0.697587	0.223871	-0.767636	0.681121
0.2	0.99056	0.0793892	0.000356315	-0.984822	-0.159725	0.13984	0.0225796	-0.157832	0.138735	-0.0986798	0.389873	0.00590731	0.159519	-0.7954	0.697317	0.235201	-0.764093	0.679054
0.21	0.989574	0.0832879	0.000415388	-0.983226	-0.167679	0.146813	0.0249316	-0.165472	0.145526	-0.103476	0.388821	0.00652098	0.167443	-0.79491	0.697031	0.246463	-0.760374	0.676885
0.22	0.988539	0.0871761	0.000480598	-0.981552	-0.175628	0.153783	0.0273962	-0.173076	0.152294	-0.108253	0.387719	0.00716374	0.175359	-0.794395	0.696731	0.257655	-0.756482	0.674614
0.23	0.987456	0.0910533	0.000552235	-0.979798	-0.183572	0.16075	0.0299728	-0.180641	0.159041	-0.11301	0.386568	0.00783537	0.183267	-0.793855	0.696415	0.268774	-0.752417	0.672243
0.24	0.986326	0.094919	0.000630589	-0.977966	-0.191511	0.167715	0.0326605	-0.188165	0.165763	-0.117746	0.385367	0.00853564	0.191168	-0.793288	0.696085	0.279817	-0.748182	0.669773
0.25	0.985149	0.0987727	0.000715945	-0.976054	-0.199444	0.174675	0.0354587	-0.195647	0.172461	-0.12246	0.384118	0.00926433	0.19906	-0.792695	0.695739	0.29078	-0.743778	0.667204
0.26	0.983924	0.102614	0.000808588	-0.974063	-0.207371	0.181633	0.0383665	-0.203085	0.179133	-0.127151	0.382821	0.0100212	0.206943	-0.792076	0.695378	0.301663	-0.739207	0.664537
0.27	0.982653	0.106442	0.0009088	-0.971994	-0.215291	0.188587	0.0413831	-0.210477	0.185778	-0.131819	0.381475	0.010806	0.214816	-0.791431	0.695001	0.312461	-0.734471	0.661775
0.28	0.981335	0.110257	0.00101686	-0.969846	-0.223206	0.195537	0.0445077	-0.217822	0.192396	-0.136464	0.380083	0.0116185	0.222681	-0.790759	0.69461	0.323173	-0.729571	0.658917
0.29	0.97997	0.114058	0.00113305	-0.967619	-0.231113	0.202483	0.0477394	-0.225117	0.198985	-0.141083	0.378643	0.0124584	0.230536	-0.79006	0.694202	0.333795	-0.72451	0.655964
0.3	0.978559	0.117844	0.00125763	-0.965314	-0.239014	0.209425	0.0510774	-0.232362	0.205545	-0.145677	0.377156	0.0133255	0.238381	-0.789335	0.693779	0.344326	-0.71929	0.652919
0.31	0.977102	0.121616	0.00139088	-0.96293	-0.246907	0.216363	0.0545206	-0.239555	0.212074	-0.150245	0.375624	0.0142195	0.246215	-0.788582	0.69334	0.354763	-0.713913	0.649783
0.32	0.9756	0.125372	0.00153308	-0.960468	-0.254793	0.223296	0.0580683	-0.246694	0.218572	-0.154786	0.374046	0.0151401	0.254039	-0.787802	0.692884	0.365104	-0.70838	0.646555
0.33	0.974052	0.129112	0.00168448	-0.957927	-0.262671	0.230225	0.0617193	-0.253778	0.225037	-0.159299	0.372422	0.0160871	0.261852	-0.786994	0.692413	0.375345	-0.702695	0.643238
0.34	0.972459	0.132837	0.00184535	-0.955309	-0.270541	0.237149	0.0654728	-0.260805	0.23147	-0.163785	0.370754	0.0170602	0.269654	-0.786158	0.691926	0.385486	-0.696858	0.639834
0.35	0.970821	0.136544	0.00201595	-0.952612	-0.278403	0.244068	0.0693276	-0.267774	0.237868	-0.168242	0.369042	0.018059	0.277445	-0.785295	0.691422	0.395525	-0.690872	0.636342
0.36	0.969139	0.140234	0.00219654	-0.949838	-0.286255	0.250982	0.0732829	-0.274683	0.244231	-0.17267	0.367286	0.0190834	0.285223	-0.784403	0.690902	0.405458	-0.684739	0.632765
0.37	0.967412	0.143907	0.00238738	-0.946986	-0.2941	0.257891	0.0773375	-0.28153	0.250559	-0.177069	0.365486	0.0201331	0.29299	-0.783483	0.690365	0.415284	-0.678462	0.629103
0.38	0.965641	0.147562	0.00258871	-0.944056	-0.301934	0.264795	0.0814903	-0.288315	0.25685	-0.181437	0.363644	0.0212077	0.300745	-0.782534	0.689811	0.425001	-0.672042	0.625358
0.39	0.963827	0.151199	0.00280078	-0.941048	-0.30976	0.271693	0.0857403	-0.295035	0.263104	-0.185774	0.36176	0.0223069	0.308487	-0.781556	0.689241	0.434608	-0.665483	0.621532
0.4	0.961969	0.154816	0.00302385	-0.937963	-0.317575	0.278586	0.0900864	-0.30169	0.269319	-0.19008	0.359833	0.0234305	0.316216	-0.780548	0.688653	0.444102	-0.658785	0.617625
0.41	0.960068	0.158415	0.00325816	-0.934801	-0.325381	0.285472	0.0945274	-0.308278	0.275495	-0.194354	0.357866	0.0245782	0.323933	-0.779512	0.688049	0.453482	-0.651952	0.613638
0.42	0.958125	0.161993	0.00350394	-0.931562	-0.333176	0.292353	0.0990622	-0.314797	0.281632	-0.198596	0.355858	0.0257497	0.331636	-0.778446	0.687427	0.462746	-0.644985	0.609574
0.43	0.956139	0.165552	0.00376144	-0.928245	-0.34096	0.299227	0.10369	-0.321247	0.287727	-0.202805	0.353809	0.0269447	0.339326	-0.77735	0.686787	0.471893	-0.637887	0.605434
0.44	0.954111	0.16909	0.00403089	-0.924852	-0.348734	0.306095	0.108409	-0.327626	0.293782	-0.20698	0.351721	0.0281628	0.347002	-0.776224	0.686131	0.48092	-0.63066	0.601218
0.45	0.952041	0.172607	0.00431251	-0.921382	-0.356496	0.312956	0.113218	-0.333932	0.299794	-0.211123	0.349593	0.0294039	0.354664	-0.775067	0.685456	0.489827	-0.623306	0.596929
0.46	0.94993	0.176103	0.00460655	-0.917836	-0.364247	0.319811	0.118116	-0.340166	0.305763	-0.215231	0.347427	0.0306675	0.362312	-0.77388	0.684764	0.498612	-0.615828	0.592566
0.47	0.947778	0.179577	0.00491323	-0.914212	-0.371986	0.326658	0.123102	-0.346324	0.311689	-0.219305	0.345223	0.0319535	0.369945	-0.772663	0.684053	0.507274	-0.608228	0.588133
0.48	0.945584	0.18303	0.00523276	-0.910513	-0.379712	0.333499	0.128175	-0.352406	0.31757	-0.223344	0.34298	0.0332615	0.377564	-0.771414	0.683325	0.515811	-0.600508	0.583629
0.49	0.943351	0.186459	0.00556538	-0.906737	-0.387426	0.340332	0.133333	-0.358411	0.323406	-0.227348	0.340701	0.0345912	0.385168	-0.770134	0.682578	0.524223	-0.59267	0.579057
0.5	0.941078	0.189866	0.00591129	-0.902886	-0.395128	0.347158	0.138575	-0.364338	0.329197	-0.231316	0.338385	0.0359423	0.392757	-0.768822	0.681813	0.532507	-0.584717	0.574418
0.51	0.938764	0.19325	0.00627071	-0.898958	-0.402816	0.353976	0.1439	-0.370185	0.334941	-0.235249	0.336032	0.0373146	0.400331	-0.767478	0.681029	0.540664	-0.57665	0.569713
0.52	0.936412	0.196611	0.00664386	-0.894955	-0.410491	0.360786	0.149307	-0.375952	0.340638	-0.239145	0.333644	0.0387078	0.407888	-0.766102	0.680226	0.548691	-0.568473	0.564943
0.53	0.93402	0.199947	0.00703093	-0.890876	-0.418152	0.367588	0.154794	-0.381636	0.346288	-0.243005	0.33122	0.0401215	0.415431	-0.764695	0.679405	0.556589	-0.560187	0.560109
0.54	0.93159	0.203259	0.00743215	-0.886722	-0.425799	0.374383	0.16036	-0.387238	0.351889	-0.246828	0.328762	0.0415555	0.422957	-0.763254	0.678565	0.564355	-0.551794	0.555213
0.55	0.929122	0.206547	0.0078477	-0.882492	-0.433431	0.381168	0.166003	-0.392756	0.357441	-0.250614	0.326269	0.0430095	0.430466	-0.761781	0.677705	0.571989	-0.543297	0.550257
0.56	0.926616	0.209809	0.0082778	-0.878187	-0.441049	0.387945	0.171723	-0.398189	0.362944	-0.254363	0.323743	0.0444833	0.43796	-0.760274	0.676827	0.579491	-0.534697	0.54524
0.57	0.924072	0.213047	0.00872263	-0.873808	-0.448652	0.394713	0.177518	-0.403536	0.368396	-0.258074	0.321183	0.0459765	0.445436	-0.758735	0.675929	0.586859	-0.525998	0.540165
0.58	0.921492	0.216259	0.0091824	-0.869353	-0.456239	0.401473	0.183387	-0.408796	0.373798	-0.261747	0.31859	0.0474889	0.452896	-0.757161	0.675011	0.594093	-0.5172	0.535033
0.59	0.918874	0.219445	0.00965729	-0.864824	-0.463811	0.408223	0.189328	-0.413968	0.379148	-0.265383	0.315965	0.0490202	0.460339	-0.755554	0.674073	0.601192	-0.508307	0.529846
0.6	0.91622	0.222604	0.0101475	-0.860221	-0.471366	0.414964	0.19534	-0.419051	0.384446	-0.26898	0.313308	0.0505702	0.467764	-0.753913	0.673116	0.608155	-0.499319	0.524603
0.61	0.913531	0.225737	0.0106532	-0.855543	-0.478905	0.421695	0.201421	-0.424044	0.389692	-0.272538	0.31062	0.0521386	0.475171	-0.752238	0.672139	0.614982	-0.49024	0.519307
0.62	0.910805	0.228844	0.0111746	-0.850792	-0.486428	0.428416	0.207571	-0.428947	0.394886	-0.276058	0.3079	0.0537251	0.482561	-0.750528	0.671142	0.621672	-0.481071	0.513958
0.63	0.908045	0.231923	0.0117118	-0.845966	-0.493933	0.435128	0.213788	-0.433757	0.400025	-0.279539	0.305149	0.0553295	0.489933	-0.748784	0.670124	0.628225	-0.471814	0.508558
0.64	0.905249	0.234974	0.0122651	-0.841067	-0.501421	0.441829	0.22007	-0.438475	0.405111	-0.282981	0.302369	0.0569515	0.497286	-0.747004	0.669086	0.634639	-0.462471	0.503108
0.65	0.902419	0.237998	0.0128346	-0.836094	-0.508891	0.44852	0.226416	-0.4431	0.410142	-0.286384	0.299558	0.0585909	0.504621	-0.74519	0.668027	0.640916	-0.453044	0.497609
0.66	0.899556	0.240993	0.0134205	-0.831048	-0.516343	0.4552	0.232825	-0.447631	0.415118	-0.289748	0.296719	0.0602474	0.511937	-0.743339	0.666948	0.647054	-0.443535	0.492062
0.67	0.896658	0.243961	0.014023	-0.825928	-0.523776	0.461869	0.239296	-0.452066	0.420038	-0.293071	0.29385	0.0619209	0.519233	-0.741454	0.665848	0.653053	-0.433946	0.486469
0.68	0.893727	0.246899	0.0146422	-0.820736	-0.531191	0.468528	0.245827	-0.456405	0.424903	-0.296356	0.290953	0.063611	0.526511	-0.739532	0.664727	0.658912	-0.424279	0.480829
0.69	0.890764	0.249809	0.0152783	-0.815471	-0.538586	0.475175	0.252416	-0.460648	0.429711	-0.2996	0.288027	0.0653175	0.533769	-0.737574	0.663585	0.664631	-0.414535	0.475145
0.7	0.887768	0.252689	0.0159315	-0.810133	-0.545962	0.481811	0.259062	-0.464794	0.434463	-0.302805	0.285074	0.0670403	0.541007	-0.73558	0.662421	0.670211	-0.404716	0.469418
0.71	0.88474	0.25554	0.0166019	-0.804723	-0.553318	0.488435	0.265764	-0.468841	0.439157	-0.305969	0.282093	0.068779	0.548226	-0.733549	0.661237	0.67565	-0.394824	0.463647
0.72	0.88168	0.25836	0.0172897	-0.799241	-0.560653	0.495048	0.272521	-0.472789	0.443794	-0.309093	0.279085	0.0705335	0.555424	-0.731481	0.660031	0.680948	-0.384861	0.457836
0.73	0.878589	0.261151	0.017995	-0.793687	-0.567968	0.501648	0.27933	-0.476638	0.448372	-0.312177	0.276051	0.0723035	0.562601	-0.729376	0.658803	0.686106	-0.374828	0.451983
0.74	0.875467	0.263912	0.0187181	-0.788061	-0.575262	0.508236	0.286191	-0.480386	0.452892	-0.31522	0.27299	0.0740889	0.569757	-0.727234	0.657553	0.691123	-0.364727	0.446091
0.75	0.872315	0.266642	0.019459	-0.782363	-0.582534	0.514811	0.293102	-0.484033	0.457353	-0.318223	0.269904	0.0758895	0.576893	-0.725055	0.656282	0.695999	-0.35456	0.44016
0.76	0.869133	0.269341	0.0202179	-0.776594	-0.589784	0.521374	0.300062	-0.487579	0.461754	-0.321185	0.266791	0.077705	0.584007	-0.722838	0.654989	0.700733	-0.344328	0.434191
0.77	0.865921	0.272009	0.0209949	-0.770754	-0.597013	0.527924	0.30707	-0.491022	0.466096	-0.324106	0.263654	0.0795352	0.591099	-0.720583	0.653673	0.705326	-0.334033	0.428186
0.78	0.86268	0.274645	0.0217903	-0.764843	-0.604219	0.534461	0.314123	-0.494362	0.470378	-0.326987	0.260491	0.08138	0.59817	-0.71829	0.652336	0.709777	-0.323676	0.422144
0.79	0.85941	0.27725	0.0226041	-0.758861	-0.611402	0.540984	0.321221	-0.497599	0.474599	-0.329826	0.257304	0.0832392	0.605218	-0.715958	0.650976	0.714087	-0.313259	0.416068
0.8	0.856112	0.279823	0.0234365	-0.752809	-0.618561	0.547494	0.328362	-0.500732	0.47876	-0.332625	0.254093	0.0851125	0.612243	-0.713589	0.649593	0.718256	-0.302782	0.409956
0.81	0.852786	0.282364	0.0242876	-0.746687	-0.625697	0.55399	0.335544	-0.50376	0.48286	-0.335382	0.250857	0.0869999	0.619246	-0.71118	0.648188	0.722282	-0.292249	0.403812
0.82	0.849432	0.284873	0.0251576	-0.740494	-0.632809	0.560472	0.342767	-0.506682	0.486898	-0.338098	0.247598	0.0889011	0.626226	-0.708733	0.646761	0.726167	-0.281659	0.397635
0.83	0.846051	0.287349	0.0260466	-0.734232	-0.639896	0.566939	0.350029	-0.509499	0.490874	-0.340773	0.244315	0.090816	0.633182	-0.706247	0.645311	0.729909	-0.271015	0.391425
0.84	0.842643	0.289792	0.0269548	-0.7279	-0.646959	0.573393	0.357328	-0.512209	0.494788	-0.343406	0.24101	0.0927444	0.640114	-0.703721	0.643837	0.73351	-0.260317	0.385185
0.85	0.839209	0.292202	0.0278822	-0.721499	-0.653996	0.579831	0.364663	-0.514812	0.49864	-0.345998	0.237681	0.0946862	0.647022	-0.701157	0.642341	0.736969	-0.249567	0.378914
0.86	0.835749	0.294579	0.0288291	-0.715029	-0.661007	0.586254	0.372033	-0.517308	0.502429	-0.348548	0.23433	0.0966411	0.653906	-0.698552	0.640822	0.740286	-0.238766	0.372613
0.87	0.832264	0.296922	0.0297955	-0.70849	-0.667993	0.592663	0.379435	-0.519695	0.506156	-0.351056	0.230956	0.0986091	0.660765	-0.695908	0.63928	0.743461	-0.227915	0.366284
0.88	0.828753	0.299232	0.0307816	-0.701882	-0.674952	0.599055	0.38687	-0.521974	0.509818	-0.353523	0.22756	0.10059	0.667599	-0.693224	0.637714	0.746494	-0.217016	0.359926
0.89	0.825218	0.301507	0.0317875	-0.695206	-0.681884	0.605433	0.394335	-0.524145	0.513418	-0.355948	0.224142	0.102584	0.674407	-0.690501	0.636125	0.749385	-0.206069	0.35354
0.9	0.821658	0.303749	0.0328133	-0.688462	-0.688789	0.611794	0.401829	-0.526205	0.516953	-0.358331	0.220703	0.10459	0.681189	-0.687737	0.634513	0.752133	-0.195076	0.347128
0.91	0.818075	0.305956	0.0338592	-0.68165	-0.695667	0.618139	0.40935	-0.528156	0.520424	-0.360671	0.217242	0.106609	0.687945	-0.684932	0.632877	0.75474	-0.184038	0.340689
0.92	0.814468	0.308128	0.0349253	-0.674771	-0.702516	0.624468	0.416898	-0.529996	0.523831	-0.36297	0.213761	0.10864	0.694675	-0.682088	0.631218	0.757205	-0.172955	0.334224
0.93	0.810839	0.310266	0.0360117	-0.667824	-0.709337	0.63078	0.42447	-0.531726	0.527173	-0.365226	0.210258	0.110683	0.701377	-0.679202	0.629535	0.759527	-0.161829	0.327734
0.94	0.807186	0.312368	0.0371185	-0.66081	-0.716129	0.637075	0.432065	-0.533344	0.530451	-0.36744	0.206734	0.112738	0.708052	-0.676276	0.627828	0.761708	-0.150661	0.321219
0.95	0.803512	0.314436	0.0382459	-0.65373	-0.722892	0.643353	0.439682	-0.534851	0.533663	-0.369611	0.20319	0.114806	0.714699	-0.673309	0.626097	0.763746	-0.139451	0.31468
0.96	0.799816	0.316468	0.0393939	-0.646583	-0.729625	0.649614	0.447319	-0.536245	0.53681	-0.37174	0.199626	0.116885	0.721318	-0.670302	0.624343	0.765641	-0.128201	0.308117
0.97	0.796098	0.318464	0.0405628	-0.639369	-0.736328	0.655858	0.454976	-0.537527	0.539891	-0.373826	0.196041	0.118976	0.727909	-0.667253	0.622564	0.767395	-0.116911	0.301532
0.98	0.79236	0.320424	0.0417526	-0.63209	-0.743	0.662083	0.46265	-0.538696	0.542906	-0.375869	0.192436	0.121079	0.73447	-0.664163	0.620762	0.769006	-0.105583	0.294923
0.99	0.788601	0.322349	0.0429633	-0.624746	-0.749642	0.668291	0.47034	-0.539752	0.545855	-0.377869	0.188812	0.123193	0.741002	-0.661032	0.618935	0.770474	-0.0942165	0.288293
1	0.784823	0.324237	0.0441953	-0.617336	-0.756252	0.67448	0.478045	-0.540694	0.548738	-0.379826	0.185168	0.125319	0.747504	-0.657859	0.617085	0.7718	-0.0828129	0.281641
1.01	0.781025	0.326088	0.0454485	-0.609861	-0.762831	0.680651	0.485763	-0.541523	0.551555	-0.38174	0.181505	0.127456	0.753975	-0.654645	0.61521	0.772984	-0.0713728	0.274967
1.02	0.777207	0.327903	0.046723	-0.602321	-0.769377	0.686803	0.493492	-0.542236	0.554305	-0.38361	0.177822	0.129604	0.760416	-0.65139	0.613311	0.774024	-0.059897	0.268273
1.03	0.773371	0.329682	0.0480191	-0.594717	-0.775891	0.692937	0.501233	-0.542835	0.556987	-0.385437	0.17412	0.131763	0.766826	-0.648093	0.611388	0.774921	-0.0483861	0.261559
1.04	0.769517	0.331423	0.0493367	-0.587048	-0.782372	0.69905	0.508982	-0.543319	0.559603	-0.38722	0.170399	0.133934	0.773204	-0.644755	0.60944	0.775676	-0.0368408	0.254824
1.05	0.765644	0.333127	0.050676	-0.579316	-0.78882	0.705145	0.516739	-0.543688	0.562151	-0.388959	0.166659	0.136116	0.779549	-0.641375	0.607469	0.776287	-0.0252617	0.248069
1.06	0.761755	0.334793	0.0520372	-0.571521	-0.795233	0.711219	0.524501	-0.54394	0.564632	-0.390654	0.162901	0.138308	0.785862	-0.637953	0.605473	0.776754	-0.0136495	0.241296
1.07	0.757848	0.336422	0.0534203	-0.563662	-0.801613	0.717274	0.532269	-0.544077	0.567045	-0.392305	0.159123	0.140511	0.792142	-0.634489	0.603452	0.777078	-0.0020046	0.234503
1.08	0.753925	0.338014	0.0548254	-0.555741	-0.807958	0.723309	0.54004	-0.544097	0.56939	-0.393911	0.155328	0.142725	0.798388	-0.630984	0.601407	0.777257	0.00967237	0.227691
1.09	0.749986	0.339567	0.0562526	-0.547757	-0.814268	0.729323	0.547812	-0.544	0.571667	-0.395473	0.151514	0.14495	0.8046	-0.627437	0.599338	0.777293	0.0213809	0.220861
1.1	0.746031	0.341082	0.0577021	-0.539711	-0.820542	0.735316	0.555585	-0.543786	0.573875	-0.39699	0.147682	0.147186	0.810777	-0.623848	0.597245	0.777183	0.0331206	0.214013
1.11	0.742062	0.342559	0.059174	-0.531603	-0.826781	0.741289	0.563357	-0.543455	0.576015	-0.398462	0.143832	0.149432	0.816919	-0.620218	0.595127	0.776929	0.0448909	0.207147
1.12	0.738077	0.343997	0.0606683	-0.523434	-0.832983	0.74724	0.571126	-0.543006	0.578087	-0.399889	0.139963	0.151688	0.823025	-0.616545	0.592985	0.776529	0.0566914	0.200263
1.13	0.734078	0.345397	0.0621852	-0.515204	-0.839148	0.75317	0.578892	-0.542439	0.580089	-0.40127	0.136077	0.153955	0.829095	-0.612831	0.590818	0.775984	0.0685217	0.193362
1.14	0.730065	0.346758	0.0637247	-0.506913	-0.845276	0.759078	0.586652	-0.541754	0.582023	-0.402605	0.132173	0.156232	0.835128	-0.609075	0.588627	0.775292	0.0803814	0.186444
1.15	0.726039	0.348079	0.0652871	-0.498562	-0.851367	0.764964	0.594404	-0.54095	0.583888	-0.403895	0.128252	0.15852	0.841124	-0.605278	0.586412	0.774454	0.0922702	0.179509
1.16	0.722	0.349362	0.0668723	-0.49015	-0.85742	0.770828	0.602149	-0.540027	0.585683	-0.405138	0.124313	0.160818	0.847082	-0.601439	0.584172	0.773469	0.104188	0.172557
1.17	0.717949	0.350605	0.0684804	-0.48168	-0.863434	0.77667	0.609884	-0.538986	0.587408	-0.406334	0.120356	0.163126	0.853001	-0.597558	0.581909	0.772336	0.116134	0.165589
1.18	0.713886	0.351809	0.0701117	-0.47315	-0.86941	0.782489	0.617607	-0.537824	0.589064	-0.407484	0.116382	0.165444	0.858882	-0.593636	0.579621	0.771055	0.128108	0.158604
1.19	0.709811	0.352972	0.0717661	-0.464561	-0.875346	0.788285	0.625318	-0.536543	0.59065	-0.408587	0.11239	0.167772	0.864722	-0.589672	0.577309	0.769625	0.14011	0.151602
1.2	0.705725	0.354096	0.0734438	-0.455913	-0.881243	0.794058	0.633014	-0.535142	0.592166	-0.409642	0.108382	0.170111	0.870523	-0.585667	0.574972	0.768045	0.15214	0.144585
1.21	0.701628	0.35518	0.075145	-0.447208	-0.8871	0.799808	0.640694	-0.533621	0.593612	-0.410649	0.104356	0.172459	0.876283	-0.58162	0.572612	0.766315	0.164197	0.137552
1.22	0.697522	0.356224	0.0768695	-0.438445	-0.892916	0.805534	0.648357	-0.531979	0.594988	-0.411609	0.100313	0.174817	0.882001	-0.577533	0.570228	0.764434	0.176282	0.130502
1.23	0.693406	0.357227	0.0786177	-0.429625	-0.898691	0.811237	0.656002	-0.530216	0.596293	-0.41252	0.0962529	0.177186	0.887678	-0.573405	0.567819	0.762401	0.188393	0.123437
1.24	0.689281	0.358189	0.0803896	-0.420749	-0.904425	0.816915	0.663626	-0.528332	0.597527	-0.413382	0.0921759	0.179564	0.893312	-0.569235	0.565387	0.760216	0.200532	0.116357
1.25	0.685147	0.359111	0.0821852	-0.411816	-0.910118	0.822569	0.671228	-0.526327	0.598691	-0.414195	0.0880821	0.181952	0.898903	-0.565025	0.562931	0.757876	0.212697	0.10926
1.26	0.681005	0.359992	0.0840047	-0.402826	-0.915768	0.828198	0.678807	-0.5242	0.599783	-0.414958	0.0839714	0.18435	0.90445	-0.560775	0.560452	0.755383	0.224889	0.102148
1.27	0.676855	0.360832	0.0858482	-0.393782	-0.921376	0.833802	0.686361	-0.521951	0.600805	-0.415671	0.079844	0.186758	0.909952	-0.556484	0.557949	0.752733	0.237108	0.0950205
1.28	0.672699	0.36163	0.0877158	-0.384682	-0.92694	0.839382	0.693888	-0.51958	0.601755	-0.416334	0.0756999	0.189175	0.91541	-0.552153	0.555422	0.749927	0.249353	0.0878775
1.29	0.668535	0.362387	0.0896076	-0.375528	-0.932462	0.844936	0.701387	-0.517086	0.602634	-0.416946	0.0715392	0.191602	0.920822	-0.547781	0.552872	0.746963	0.261624	0.0807191
1.3	0.664366	0.363102	0.0915236	-0.36632	-0.93794	0.850465	0.708857	-0.51447	0.603441	-0.417507	0.0673619	0.194039	0.926188	-0.54337	0.550299	0.74384	0.273922	0.0735452
1.31	0.660191	0.363776	0.093464	-0.357058	-0.943374	0.855968	0.716295	-0.511731	0.604176	-0.418016	0.0631682	0.196485	0.931507	-0.53892	0.547703	0.740557	0.286247	0.066356
1.32	0.656011	0.364408	0.0954288	-0.347743	-0.948763	0.861445	0.723701	-0.508868	0.60484	-0.418473	0.0589579	0.198941	0.936779	-0.534429	0.545084	0.737112	0.298598	0.0591513
1.33	0.651826	0.364997	0.0974182	-0.338375	-0.954107	0.866896	0.731072	-0.505882	0.605431	-0.418877	0.0547314	0.201407	0.942002	-0.5299	0.542442	0.733504	0.310975	0.0519313
1.34	0.647637	0.365545	0.0994323	-0.328955	-0.959406	0.87232	0.738407	-0.502772	0.605951	-0.419227	0.0504885	0.203882	0.947177	-0.525332	0.539777	0.729731	0.323378	0.0446959
1.35	0.643445	0.366049	0.101471	-0.319484	-0.964659	0.877718	0.745704	-0.499539	0.606398	-0.419524	0.0462293	0.206366	0.952302	-0.520726	0.53709	0.725792	0.335808	0.0374452
